codigo_sap;descricao_sap;descricao_resumida;unidade_estoque;categoria;deposito_sap;ativo;fonte_arquivo;observacao
02333;GEL IRRIGAÇÃO FLOBOND A-30 SC 25 KG;Gel Irrigação Flobond A-30 SC 25 KG;KG;Defensivos;FSV-MAN;true;catalogo_inclusoes.csv;Entrada registrada 200 KG — saldo SIGALMOX 321 KG
